artifact_id,region_id,month,product_id,observation_status,detected_cell_days,valid_cell_days,eligible_land_cell_days,support_fraction,rate_per_1000,comparison_status
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-01,myd14a1_061_aqua,available,43,1280,1362,0.939794,33.5938,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-01,vnp14a1_002_suomi_npp,available,42,1346,1432,0.939944,31.2036,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-02,myd14a1_061_aqua,available,61,1189,1382,0.860347,51.3036,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-02,vnp14a1_002_suomi_npp,available,54,1160,1333,0.870218,46.5517,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-03,myd14a1_061_aqua,available,67,1156,1344,0.860119,57.9585,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-03,vnp14a1_002_suomi_npp,available,57,1216,1414,0.859972,46.875,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-04,myd14a1_061_aqua,available,73,1297,1491,0.869886,56.2837,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-04,vnp14a1_002_suomi_npp,available,64,1190,1352,0.880178,53.7815,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-05,myd14a1_061_aqua,available,65,1222,1405,0.869751,53.1915,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-05,vnp14a1_002_suomi_npp,available,64,1251,1360,0.919853,51.1591,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-06,myd14a1_061_aqua,available,53,1279,1405,0.91032,41.4386,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-06,vnp14a1_002_suomi_npp,available,51,1392,1497,0.92986,36.6379,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-07,myd14a1_061_aqua,available,45,1173,1364,0.859971,38.3632,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-07,vnp14a1_002_suomi_npp,available,40,1237,1359,0.910228,32.3363,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-08,myd14a1_061_aqua,available,40,1228,1349,0.910304,32.5733,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-08,vnp14a1_002_suomi_npp,available,45,1190,1337,0.890052,37.8151,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-09,myd14a1_061_aqua,available,34,1281,1377,0.930283,26.5418,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-09,vnp14a1_002_suomi_npp,available,24,1336,1437,0.929715,17.9641,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-10,myd14a1_061_aqua,available,23,1339,1488,0.899866,17.177,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-10,vnp14a1_002_suomi_npp,available,21,1190,1384,0.859827,17.6471,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-11,myd14a1_061_aqua,available,23,1222,1373,0.890022,18.8216,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-11,vnp14a1_002_suomi_npp,available,19,1175,1351,0.869726,16.1702,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-12,myd14a1_061_aqua,available,14,1268,1474,0.860244,11.041,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2014-12,vnp14a1_002_suomi_npp,available,18,1343,1460,0.919863,13.4028,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-01,myd14a1_061_aqua,available,52,1288,1400,0.92,40.3727,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-01,vnp14a1_002_suomi_npp,available,51,1242,1444,0.860111,41.0628,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-02,myd14a1_061_aqua,available,52,1247,1433,0.870202,41.7001,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-02,vnp14a1_002_suomi_npp,available,55,1236,1404,0.880342,44.4984,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-03,myd14a1_061_aqua,available,71,1288,1400,0.92,55.1242,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-03,vnp14a1_002_suomi_npp,available,58,1291,1419,0.909796,44.9264,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-04,myd14a1_061_aqua,available,72,1297,1491,0.869886,55.5127,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-04,vnp14a1_002_suomi_npp,available,72,1281,1490,0.859732,56.2061,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-05,myd14a1_061_aqua,available,70,1222,1405,0.869751,57.2831,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-05,vnp14a1_002_suomi_npp,available,68,1352,1470,0.919728,50.2959,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-06,myd14a1_061_aqua,available,64,1266,1376,0.920058,50.5529,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-06,vnp14a1_002_suomi_npp,available,53,1158,1331,0.870023,45.7686,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-07,myd14a1_061_aqua,available,54,1214,1395,0.870251,44.4811,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-07,vnp14a1_002_suomi_npp,available,56,1405,1511,0.929848,39.8577,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-08,myd14a1_061_aqua,available,40,1250,1454,0.859697,32.0,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-08,vnp14a1_002_suomi_npp,available,38,1261,1417,0.889908,30.1348,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-09,myd14a1_061_aqua,available,40,1271,1367,0.929773,31.4713,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-09,vnp14a1_002_suomi_npp,available,29,1333,1418,0.940056,21.7554,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-10,myd14a1_061_aqua,available,27,1355,1442,0.939667,19.9262,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-10,vnp14a1_002_suomi_npp,available,19,1412,1502,0.94008,13.4561,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-11,myd14a1_061_aqua,available,24,1256,1460,0.860274,19.1083,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-11,vnp14a1_002_suomi_npp,available,22,1313,1492,0.880027,16.7555,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-12,myd14a1_061_aqua,available,8,1342,1413,0.949752,5.9613,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2015-12,vnp14a1_002_suomi_npp,available,18,1352,1470,0.919728,13.3136,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-01,myd14a1_061_aqua,available,57,1387,1491,0.930248,41.0959,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-01,vnp14a1_002_suomi_npp,available,55,1275,1465,0.870307,43.1373,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-02,myd14a1_061_aqua,available,58,1215,1397,0.869721,47.7366,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-02,vnp14a1_002_suomi_npp,available,54,1192,1339,0.890217,45.302,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-03,myd14a1_061_aqua,available,61,1258,1398,0.899857,48.4897,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-03,vnp14a1_002_suomi_npp,available,63,1316,1430,0.92028,47.8723,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-04,myd14a1_061_aqua,available,81,1318,1464,0.900273,61.4568,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-04,vnp14a1_002_suomi_npp,available,81,1193,1371,0.870168,67.8961,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-05,myd14a1_061_aqua,available,70,1312,1411,0.929837,53.3537,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-05,vnp14a1_002_suomi_npp,available,68,1222,1405,0.869751,55.6465,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-06,myd14a1_061_aqua,available,55,1383,1487,0.930061,39.7686,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-06,vnp14a1_002_suomi_npp,available,57,1275,1433,0.889742,44.7059,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-07,myd14a1_061_aqua,available,44,1261,1342,0.939642,34.8929,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-07,vnp14a1_002_suomi_npp,available,57,1421,1512,0.939815,40.1126,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-08,myd14a1_061_aqua,available,35,1237,1359,0.910228,28.2943,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-08,vnp14a1_002_suomi_npp,available,44,1282,1409,0.909865,34.3214,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-09,myd14a1_061_aqua,available,29,1216,1382,0.879884,23.8487,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-09,vnp14a1_002_suomi_npp,available,26,1273,1414,0.900283,20.4242,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-10,myd14a1_061_aqua,available,19,1321,1468,0.899864,14.383,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-10,vnp14a1_002_suomi_npp,available,29,1246,1416,0.879944,23.2745,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-11,myd14a1_061_aqua,available,22,1257,1366,0.920205,17.502,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-11,vnp14a1_002_suomi_npp,available,24,1231,1383,0.890094,19.4963,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-12,myd14a1_061_aqua,available,12,1293,1504,0.859707,9.2807,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2016-12,vnp14a1_002_suomi_npp,available,9,1319,1449,0.910283,6.8234,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-01,myd14a1_061_aqua,available,42,1261,1417,0.889908,33.3069,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-01,vnp14a1_002_suomi_npp,available,49,1275,1465,0.870307,38.4314,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-02,myd14a1_061_aqua,available,54,1350,1421,0.950035,40.0,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-02,vnp14a1_002_suomi_npp,available,66,1253,1377,0.909949,52.6736,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-03,myd14a1_061_aqua,available,59,1312,1458,0.899863,44.9695,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-03,vnp14a1_002_suomi_npp,available,70,1341,1507,0.889847,52.1999,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-04,myd14a1_061_aqua,available,70,1364,1467,0.929789,51.3196,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-04,vnp14a1_002_suomi_npp,available,66,1309,1407,0.930348,50.4202,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-05,myd14a1_061_aqua,available,64,1199,1394,0.860115,53.3778,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-05,vnp14a1_002_suomi_npp,available,63,1334,1450,0.92,47.2264,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-06,myd14a1_061_aqua,available,50,1267,1348,0.939911,39.4633,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-06,vnp14a1_002_suomi_npp,available,52,1312,1426,0.920056,39.6341,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-07,myd14a1_061_aqua,available,54,1418,1493,0.949766,38.0818,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-07,vnp14a1_002_suomi_npp,available,51,1301,1495,0.870234,39.2006,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-08,myd14a1_061_aqua,available,41,1214,1395,0.870251,33.7727,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-08,vnp14a1_002_suomi_npp,available,34,1339,1488,0.899866,25.3921,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-09,myd14a1_061_aqua,available,40,1361,1448,0.939917,29.3902,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-09,vnp14a1_002_suomi_npp,available,42,1318,1417,0.930134,31.8665,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-10,myd14a1_061_aqua,available,21,1266,1455,0.870103,16.5877,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-10,vnp14a1_002_suomi_npp,available,22,1409,1483,0.950101,15.6139,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-11,myd14a1_061_aqua,available,13,1192,1324,0.900302,10.906,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-11,vnp14a1_002_suomi_npp,available,25,1299,1397,0.92985,19.2456,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-12,myd14a1_061_aqua,available,20,1281,1456,0.879808,15.6128,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2017-12,vnp14a1_002_suomi_npp,available,16,1290,1466,0.879945,12.4031,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-01,myd14a1_061_aqua,available,51,1282,1409,0.909865,39.7816,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-01,vnp14a1_002_suomi_npp,available,54,1156,1344,0.860119,46.7128,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-02,myd14a1_061_aqua,available,59,1372,1460,0.939726,43.0029,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-02,vnp14a1_002_suomi_npp,available,62,1329,1429,0.930021,46.6516,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-03,myd14a1_061_aqua,available,75,1352,1423,0.950105,55.4734,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-03,vnp14a1_002_suomi_npp,available,63,1418,1493,0.949766,44.4288,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-04,myd14a1_061_aqua,available,72,1260,1385,0.909747,57.1429,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-04,vnp14a1_002_suomi_npp,available,80,1302,1463,0.889952,61.4439,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-05,myd14a1_061_aqua,available,74,1297,1410,0.919858,57.0547,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-05,vnp14a1_002_suomi_npp,available,75,1188,1365,0.87033,63.1313,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-06,myd14a1_061_aqua,available,61,1383,1487,0.930061,44.107,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-06,vnp14a1_002_suomi_npp,available,53,1219,1354,0.900295,43.4783,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-07,myd14a1_061_aqua,available,59,1284,1381,0.929761,45.9502,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-07,vnp14a1_002_suomi_npp,available,46,1399,1473,0.949762,32.8806,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-08,myd14a1_061_aqua,available,51,1365,1452,0.940083,37.3626,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-08,vnp14a1_002_suomi_npp,available,42,1393,1482,0.939946,30.1508,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-09,myd14a1_061_aqua,available,36,1273,1480,0.860135,28.2797,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-09,vnp14a1_002_suomi_npp,available,39,1320,1483,0.890088,29.5455,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-10,myd14a1_061_aqua,available,20,1261,1417,0.889908,15.8604,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-10,vnp14a1_002_suomi_npp,available,35,1294,1438,0.899861,27.0479,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-11,myd14a1_061_aqua,available,23,1383,1487,0.930061,16.6305,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-11,vnp14a1_002_suomi_npp,available,14,1315,1445,0.910035,10.6464,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-12,myd14a1_061_aqua,available,16,1184,1346,0.879643,13.5135,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2018-12,vnp14a1_002_suomi_npp,available,18,1256,1351,0.929682,14.3312,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-01,myd14a1_061_aqua,available,38,1352,1423,0.950105,28.1065,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-01,vnp14a1_002_suomi_npp,available,46,1222,1405,0.869751,37.6432,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-02,myd14a1_061_aqua,available,60,1269,1350,0.94,47.2813,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-02,vnp14a1_002_suomi_npp,available,62,1153,1295,0.890347,53.7728,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-03,myd14a1_061_aqua,available,55,1293,1504,0.859707,42.5367,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-03,vnp14a1_002_suomi_npp,available,64,1250,1454,0.859697,51.2,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-04,myd14a1_061_aqua,available,68,1263,1329,0.950339,53.8401,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-04,vnp14a1_002_suomi_npp,available,62,1303,1416,0.920198,47.5825,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-05,myd14a1_061_aqua,available,55,1316,1430,0.92028,41.7933,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-05,vnp14a1_002_suomi_npp,available,67,1207,1404,0.859687,55.5095,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-06,myd14a1_061_aqua,available,55,1233,1355,0.909963,44.6067,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-06,vnp14a1_002_suomi_npp,available,46,1294,1406,0.920341,35.5487,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-07,myd14a1_061_aqua,available,50,1409,1483,0.950101,35.4862,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-07,vnp14a1_002_suomi_npp,available,41,1240,1378,0.899855,33.0645,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-08,myd14a1_061_aqua,available,32,1280,1362,0.939794,25.0,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-08,vnp14a1_002_suomi_npp,available,35,1361,1433,0.949756,25.7164,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-09,myd14a1_061_aqua,available,27,1352,1438,0.940195,19.9704,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-09,vnp14a1_002_suomi_npp,available,31,1290,1387,0.930065,24.031,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-10,myd14a1_061_aqua,available,23,1359,1461,0.930185,16.9242,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-10,vnp14a1_002_suomi_npp,available,21,1268,1474,0.860244,16.5615,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-11,myd14a1_061_aqua,available,18,1256,1460,0.860274,14.3312,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-11,vnp14a1_002_suomi_npp,available,10,1229,1336,0.91991,8.1367,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-12,myd14a1_061_aqua,available,22,1284,1381,0.929761,17.134,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2019-12,vnp14a1_002_suomi_npp,available,20,1352,1470,0.919728,14.7929,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-01,myd14a1_061_aqua,available,41,1228,1396,0.879656,33.3876,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-01,vnp14a1_002_suomi_npp,available,49,1161,1335,0.869663,42.205,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-02,myd14a1_061_aqua,available,55,1172,1347,0.870082,46.9283,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-02,vnp14a1_002_suomi_npp,available,50,1329,1414,0.939887,37.6223,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-03,myd14a1_061_aqua,available,56,1318,1402,0.940086,42.4886,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-03,vnp14a1_002_suomi_npp,available,59,1218,1339,0.909634,48.4401,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-04,myd14a1_061_aqua,available,68,1206,1325,0.910189,56.3847,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-04,vnp14a1_002_suomi_npp,available,68,1342,1428,0.939776,50.6706,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-05,myd14a1_061_aqua,available,69,1264,1436,0.880223,54.5886,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-05,vnp14a1_002_suomi_npp,available,61,1368,1471,0.92998,44.5906,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-06,myd14a1_061_aqua,available,58,1318,1464,0.900273,44.0061,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-06,vnp14a1_002_suomi_npp,available,62,1228,1411,0.870305,50.4886,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-07,myd14a1_061_aqua,available,52,1393,1482,0.939946,37.3295,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-07,vnp14a1_002_suomi_npp,available,42,1147,1334,0.85982,36.6173,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-08,myd14a1_061_aqua,available,41,1261,1417,0.889908,32.5139,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-08,vnp14a1_002_suomi_npp,available,46,1261,1417,0.889908,36.479,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-09,myd14a1_061_aqua,available,25,1251,1375,0.909818,19.984,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-09,vnp14a1_002_suomi_npp,available,38,1238,1346,0.919762,30.6947,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-10,myd14a1_061_aqua,available,26,1355,1442,0.939667,19.1882,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-10,vnp14a1_002_suomi_npp,available,25,1328,1459,0.910212,18.8253,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-11,myd14a1_061_aqua,available,16,1135,1320,0.859848,14.0969,calibration_not_released
art_local_demo_contract_0001,region_chattogram_hills_r1,2020-11,vnp14a1_002_suomi_npp,available,20,1264,1404,0.900285,15.8228,calibration_not_released
