artifact_id,region_id,block_id,month,product_id,native_rate_per_1000,support_fraction,comparison_status,investigation_priority
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_04,2013-03,myd14a1_061_aqua,52.4049,0.881863,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_01,2013-03,myd14a1_061_aqua,53.1049,0.875863,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_02,2013-03,myd14a1_061_aqua,48.2049,0.881863,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_03,2013-03,myd14a1_061_aqua,49.6049,0.893863,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_04,2013-03,myd14a1_061_aqua,51.0049,0.893863,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_01,2013-04,myd14a1_061_aqua,52.2727,0.890088,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_02,2013-04,myd14a1_061_aqua,53.6727,0.878088,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_03,2013-04,myd14a1_061_aqua,55.0727,0.866088,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_04,2013-04,myd14a1_061_aqua,50.1727,0.872088,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_01,2013-04,myd14a1_061_aqua,50.8727,0.878088,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_02,2013-04,myd14a1_061_aqua,52.2727,0.890088,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_03,2013-04,myd14a1_061_aqua,53.6727,0.878088,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_04,2013-04,myd14a1_061_aqua,55.0727,0.866088,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_01,2013-04,myd14a1_061_aqua,49.4727,0.866088,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_02,2013-04,myd14a1_061_aqua,50.8727,0.878088,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_03,2013-04,myd14a1_061_aqua,52.2727,0.890088,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_04,2013-04,myd14a1_061_aqua,53.6727,0.878088,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_01,2013-05,myd14a1_061_aqua,39.558,0.883908,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_02,2013-05,myd14a1_061_aqua,40.958,0.871908,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_03,2013-05,myd14a1_061_aqua,36.058,0.865908,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_04,2013-05,myd14a1_061_aqua,37.458,0.877908,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_01,2013-05,myd14a1_061_aqua,38.158,0.883908,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_02,2013-05,myd14a1_061_aqua,39.558,0.883908,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_03,2013-05,myd14a1_061_aqua,40.958,0.871908,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_04,2013-05,myd14a1_061_aqua,36.058,0.865908,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_01,2013-05,myd14a1_061_aqua,36.758,0.871908,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_02,2013-05,myd14a1_061_aqua,38.158,0.883908,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_03,2013-05,myd14a1_061_aqua,39.558,0.883908,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_04,2013-05,myd14a1_061_aqua,40.958,0.871908,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_01,2013-06,myd14a1_061_aqua,42.8386,0.89832,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_02,2013-06,myd14a1_061_aqua,44.2386,0.88632,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_03,2013-06,myd14a1_061_aqua,39.3386,0.89232,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_04,2013-06,myd14a1_061_aqua,40.7386,0.90432,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_01,2013-06,myd14a1_061_aqua,41.4386,0.91032,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_02,2013-06,myd14a1_061_aqua,42.8386,0.89832,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_03,2013-06,myd14a1_061_aqua,44.2386,0.88632,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_04,2013-06,myd14a1_061_aqua,39.3386,0.89232,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_01,2013-06,myd14a1_061_aqua,40.0386,0.89832,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_02,2013-06,myd14a1_061_aqua,41.4386,0.91032,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_03,2013-06,myd14a1_061_aqua,42.8386,0.89832,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_04,2013-06,myd14a1_061_aqua,44.2386,0.88632,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_01,2013-07,myd14a1_061_aqua,30.007,0.922233,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_02,2013-07,myd14a1_061_aqua,25.107,0.916233,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_03,2013-07,myd14a1_061_aqua,26.507,0.928233,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_04,2013-07,myd14a1_061_aqua,27.907,0.940233,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_01,2013-07,myd14a1_061_aqua,28.607,0.934233,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_02,2013-07,myd14a1_061_aqua,30.007,0.922233,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_03,2013-07,myd14a1_061_aqua,25.107,0.916233,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_04,2013-07,myd14a1_061_aqua,26.507,0.928233,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_01,2013-07,myd14a1_061_aqua,27.207,0.934233,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_02,2013-07,myd14a1_061_aqua,28.607,0.934233,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_03,2013-07,myd14a1_061_aqua,30.007,0.922233,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_04,2013-07,myd14a1_061_aqua,25.107,0.916233,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_01,2013-08,myd14a1_061_aqua,25.4033,0.845831,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_02,2013-08,myd14a1_061_aqua,20.5033,0.851831,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_03,2013-08,myd14a1_061_aqua,21.9033,0.863831,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_04,2013-08,myd14a1_061_aqua,23.3033,0.863831,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_01,2013-08,myd14a1_061_aqua,24.0033,0.857831,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_02,2013-08,myd14a1_061_aqua,25.4033,0.845831,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_03,2013-08,myd14a1_061_aqua,20.5033,0.851831,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_04,2013-08,myd14a1_061_aqua,21.9033,0.863831,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_01,2013-08,myd14a1_061_aqua,22.6033,0.869831,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_02,2013-08,myd14a1_061_aqua,24.0033,0.857831,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_03,2013-08,myd14a1_061_aqua,25.4033,0.845831,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_04,2013-08,myd14a1_061_aqua,20.5033,0.851831,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_01,2013-09,myd14a1_061_aqua,10.8789,0.915783,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_02,2013-09,myd14a1_061_aqua,12.2789,0.927783,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_03,2013-09,myd14a1_061_aqua,13.6789,0.939783,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_04,2013-09,myd14a1_061_aqua,15.0789,0.927783,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_01,2013-09,myd14a1_061_aqua,15.7789,0.921783,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_02,2013-09,myd14a1_061_aqua,10.8789,0.915783,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_03,2013-09,myd14a1_061_aqua,12.2789,0.927783,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_04,2013-09,myd14a1_061_aqua,13.6789,0.939783,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_01,2013-09,myd14a1_061_aqua,14.3789,0.933783,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_02,2013-09,myd14a1_061_aqua,15.7789,0.921783,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_03,2013-09,myd14a1_061_aqua,10.8789,0.915783,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_04,2013-09,myd14a1_061_aqua,12.2789,0.927783,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_01,2013-10,myd14a1_061_aqua,2.8929,0.921678,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_02,2013-10,myd14a1_061_aqua,4.2929,0.933678,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_03,2013-10,myd14a1_061_aqua,5.6929,0.933678,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_04,2013-10,myd14a1_061_aqua,7.0929,0.921678,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_01,2013-10,myd14a1_061_aqua,7.7929,0.915678,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_02,2013-10,myd14a1_061_aqua,2.8929,0.921678,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_03,2013-10,myd14a1_061_aqua,4.2929,0.933678,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_04,2013-10,myd14a1_061_aqua,5.6929,0.933678,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_01,2013-10,myd14a1_061_aqua,6.3929,0.927678,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_02,2013-10,myd14a1_061_aqua,7.7929,0.915678,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_03,2013-10,myd14a1_061_aqua,2.8929,0.921678,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_04,2013-10,myd14a1_061_aqua,4.2929,0.933678,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_01,2013-11,myd14a1_061_aqua,13.8505,0.938311,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_02,2013-11,myd14a1_061_aqua,15.2505,0.950311,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_03,2013-11,myd14a1_061_aqua,16.6505,0.938311,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_04,2013-11,myd14a1_061_aqua,18.0505,0.926311,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_01,2013-11,myd14a1_061_aqua,12.4505,0.926311,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_02,2013-11,myd14a1_061_aqua,13.8505,0.938311,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_03,2013-11,myd14a1_061_aqua,15.2505,0.950311,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_04,2013-11,myd14a1_061_aqua,16.6505,0.938311,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_01,2013-11,myd14a1_061_aqua,17.3505,0.932311,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_02,2013-11,myd14a1_061_aqua,12.4505,0.926311,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_03,2013-11,myd14a1_061_aqua,13.8505,0.938311,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_04,2013-11,myd14a1_061_aqua,15.2505,0.950311,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_01,2013-12,myd14a1_061_aqua,16.1712,0.943745,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_02,2013-12,myd14a1_061_aqua,17.5712,0.943745,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_03,2013-12,myd14a1_061_aqua,18.9712,0.931745,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_04,2013-12,myd14a1_061_aqua,14.0712,0.925745,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_01,2013-12,myd14a1_061_aqua,14.7712,0.931745,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_02,2013-12,myd14a1_061_aqua,16.1712,0.943745,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_03,2013-12,myd14a1_061_aqua,17.5712,0.943745,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_04,2013-12,myd14a1_061_aqua,18.9712,0.931745,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_01,2013-12,myd14a1_061_aqua,19.6712,0.925745,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_02,2013-12,myd14a1_061_aqua,14.7712,0.931745,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_03,2013-12,myd14a1_061_aqua,16.1712,0.943745,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_04,2013-12,myd14a1_061_aqua,17.5712,0.943745,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_01,2014-01,myd14a1_061_aqua,46.7189,0.90229,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_02,2014-01,myd14a1_061_aqua,48.1189,0.91429,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_03,2014-01,myd14a1_061_aqua,49.5189,0.91429,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_04,2014-01,myd14a1_061_aqua,50.9189,0.90229,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_01,2014-01,myd14a1_061_aqua,51.6189,0.89629,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_02,2014-01,myd14a1_061_aqua,46.7189,0.90229,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_03,2014-01,myd14a1_061_aqua,48.1189,0.91429,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b02_04,2014-01,myd14a1_061_aqua,49.5189,0.91429,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_01,2014-01,myd14a1_061_aqua,50.2189,0.90829,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_02,2014-01,myd14a1_061_aqua,51.6189,0.89629,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_03,2014-01,myd14a1_061_aqua,46.7189,0.90229,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b03_04,2014-01,myd14a1_061_aqua,48.1189,0.91429,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_01,2014-02,myd14a1_061_aqua,45.0371,0.848193,calibration_not_released,unavailable
art_science_demo_contract_0001,region_ne_india_myanmar_r1,region_ne_india_myanmar_r1_b01_02,2014-02,myd14a1_061_aqua,46.4371,0.860193,calibration_not_released,unavailable
