artifact_id,region_id,month,product_id,observation_status,detected_cell_days,valid_cell_days,eligible_land_cell_days,support_fraction,rate_per_1000,comparison_status
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-04,myd14a1_061_aqua,available,61,1345,1494,0.900268,45.3532,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-04,vnp14a1_002_suomi_npp,available,72,1286,1368,0.940058,55.9876,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-05,myd14a1_061_aqua,available,49,1284,1381,0.929761,38.162,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-05,vnp14a1_002_suomi_npp,available,52,1255,1426,0.880084,41.4343,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-06,myd14a1_061_aqua,available,51,1219,1354,0.900295,41.8376,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-06,vnp14a1_002_suomi_npp,available,47,1352,1438,0.940195,34.7633,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-07,myd14a1_061_aqua,available,42,1276,1343,0.950112,32.9154,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-07,vnp14a1_002_suomi_npp,available,43,1368,1471,0.92998,31.4327,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-08,myd14a1_061_aqua,available,30,1389,1510,0.919868,21.5983,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-08,vnp14a1_002_suomi_npp,available,34,1260,1370,0.919708,26.9841,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-09,myd14a1_061_aqua,available,23,1184,1361,0.869949,19.4257,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-09,vnp14a1_002_suomi_npp,available,19,1216,1382,0.879884,15.625,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-10,myd14a1_061_aqua,available,18,1276,1484,0.859838,14.1066,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-10,vnp14a1_002_suomi_npp,available,21,1316,1496,0.879679,15.9574,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-11,myd14a1_061_aqua,available,20,1392,1497,0.92986,14.3678,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-11,vnp14a1_002_suomi_npp,available,11,1312,1426,0.920056,8.3841,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-12,myd14a1_061_aqua,available,9,1421,1512,0.939815,6.3336,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2016-12,vnp14a1_002_suomi_npp,available,12,1259,1464,0.859973,9.5314,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-01,myd14a1_061_aqua,available,54,1266,1361,0.930198,42.654,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-01,vnp14a1_002_suomi_npp,available,62,1217,1367,0.890271,50.9449,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-02,myd14a1_061_aqua,available,66,1269,1350,0.94,52.0095,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-02,vnp14a1_002_suomi_npp,available,66,1323,1438,0.920028,49.8866,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-03,myd14a1_061_aqua,available,17204,29371274,34152644,0.86,0.5857,available
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-03,vnp14a1_002_suomi_npp,available,14810,30575383,34744753,0.88,0.4844,available
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-04,myd14a1_061_aqua,available,74,1224,1345,0.910037,60.4575,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-04,vnp14a1_002_suomi_npp,available,73,1311,1473,0.89002,55.6827,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-05,myd14a1_061_aqua,available,62,1428,1503,0.9501,43.4174,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-05,vnp14a1_002_suomi_npp,available,65,1202,1366,0.879941,54.0765,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-06,myd14a1_061_aqua,available,48,1275,1386,0.919913,37.6471,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-06,vnp14a1_002_suomi_npp,available,43,1329,1399,0.949964,32.3552,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-07,myd14a1_061_aqua,available,37,1332,1497,0.88978,27.7778,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-07,vnp14a1_002_suomi_npp,available,40,1316,1496,0.879679,30.3951,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-08,myd14a1_061_aqua,available,26,1323,1487,0.889711,19.6523,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-08,vnp14a1_002_suomi_npp,available,31,1231,1415,0.869965,25.1828,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-09,myd14a1_061_aqua,available,24,1324,1455,0.909966,18.1269,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-09,vnp14a1_002_suomi_npp,available,34,1206,1325,0.910189,28.1924,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-10,myd14a1_061_aqua,available,12,1295,1363,0.95011,9.2664,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-10,vnp14a1_002_suomi_npp,available,13,1275,1465,0.870307,10.1961,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-11,myd14a1_061_aqua,available,16,1262,1451,0.869745,12.6783,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-11,vnp14a1_002_suomi_npp,available,25,1207,1372,0.879738,20.7125,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-12,myd14a1_061_aqua,available,17,1207,1404,0.859687,14.0845,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2017-12,vnp14a1_002_suomi_npp,available,22,1368,1471,0.92998,16.0819,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-01,myd14a1_061_aqua,available,62,1303,1401,0.93005,47.5825,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-01,vnp14a1_002_suomi_npp,available,57,1276,1418,0.899859,44.6708,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-02,myd14a1_061_aqua,available,75,1292,1436,0.899721,58.0495,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-02,vnp14a1_002_suomi_npp,available,75,1264,1359,0.930096,59.3354,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-03,myd14a1_061_aqua,available,39279,31560521,36698280,0.86,1.2446,available
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-03,vnp14a1_002_suomi_npp,available,27640,32687648,37145055,0.88,0.8456,available
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-04,myd14a1_061_aqua,available,64,1246,1384,0.900289,51.3644,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-04,vnp14a1_002_suomi_npp,available,69,1245,1431,0.870021,55.4217,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-05,myd14a1_061_aqua,available,63,1357,1508,0.899867,46.4259,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-05,vnp14a1_002_suomi_npp,available,56,1285,1428,0.89986,43.5798,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-06,myd14a1_061_aqua,available,53,1262,1357,0.929993,41.9968,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-06,vnp14a1_002_suomi_npp,available,58,1294,1406,0.920341,44.8223,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-07,myd14a1_061_aqua,available,40,1226,1377,0.890341,32.6264,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-07,vnp14a1_002_suomi_npp,available,42,1349,1451,0.929704,31.1342,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-08,myd14a1_061_aqua,available,32,1256,1351,0.929682,25.4777,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-08,vnp14a1_002_suomi_npp,available,39,1361,1433,0.949756,28.6554,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-09,myd14a1_061_aqua,available,24,1210,1391,0.869878,19.8347,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-09,vnp14a1_002_suomi_npp,available,26,1225,1392,0.880029,21.2245,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-10,myd14a1_061_aqua,available,17,1337,1469,0.910143,12.715,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-10,vnp14a1_002_suomi_npp,available,21,1293,1504,0.859707,16.2413,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-11,myd14a1_061_aqua,available,18,1281,1377,0.930283,14.0515,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-11,vnp14a1_002_suomi_npp,available,19,1275,1433,0.889742,14.902,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-12,myd14a1_061_aqua,available,20,1176,1336,0.88024,17.0068,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2018-12,vnp14a1_002_suomi_npp,available,18,1182,1374,0.860262,15.2284,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-01,myd14a1_061_aqua,available,47,1214,1395,0.870251,38.715,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-01,vnp14a1_002_suomi_npp,available,46,1252,1407,0.889837,36.7412,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-02,myd14a1_061_aqua,available,67,1195,1373,0.870357,56.0669,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-02,vnp14a1_002_suomi_npp,available,54,1335,1420,0.940141,40.4494,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-03,myd14a1_061_aqua,available,36102,31344852,36447502,0.86,1.1518,available
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-03,vnp14a1_002_suomi_npp,available,28100,32364120,36777409,0.88,0.8682,available
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-04,myd14a1_061_aqua,available,63,1306,1435,0.910105,48.2389,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-04,vnp14a1_002_suomi_npp,available,55,1206,1325,0.910189,45.6053,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-05,myd14a1_061_aqua,available,52,1339,1488,0.899866,38.835,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-05,vnp14a1_002_suomi_npp,available,60,1220,1386,0.880231,49.1803,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-06,myd14a1_061_aqua,available,38,1167,1341,0.870246,32.5621,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-06,vnp14a1_002_suomi_npp,available,53,1364,1467,0.929789,38.8563,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-07,myd14a1_061_aqua,available,31,1190,1337,0.890052,26.0504,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-07,vnp14a1_002_suomi_npp,available,43,1252,1407,0.889837,34.345,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-08,myd14a1_061_aqua,available,32,1288,1400,0.92,24.8447,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-08,vnp14a1_002_suomi_npp,available,36,1257,1445,0.869896,28.6396,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-09,myd14a1_061_aqua,available,28,1408,1498,0.93992,19.8864,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-09,vnp14a1_002_suomi_npp,available,22,1272,1339,0.949963,17.2956,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-10,myd14a1_061_aqua,available,13,1297,1410,0.919858,10.0231,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-10,vnp14a1_002_suomi_npp,available,16,1327,1412,0.939802,12.0573,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-11,myd14a1_061_aqua,available,8,1260,1432,0.879888,6.3492,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-11,vnp14a1_002_suomi_npp,available,20,1327,1474,0.900271,15.0716,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-12,myd14a1_061_aqua,available,17,1237,1406,0.879801,13.7429,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2019-12,vnp14a1_002_suomi_npp,available,9,1297,1410,0.919858,6.9391,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2020-01,myd14a1_061_aqua,available,58,1222,1358,0.899853,47.4632,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2020-01,vnp14a1_002_suomi_npp,available,59,1306,1420,0.919718,45.1761,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2020-02,myd14a1_061_aqua,available,59,1316,1479,0.88979,44.8328,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2020-02,vnp14a1_002_suomi_npp,available,61,1299,1459,0.890336,46.9592,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2020-03,myd14a1_061_aqua,available,42332,32080582,37303002,0.86,1.3196,available
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2020-03,vnp14a1_002_suomi_npp,available,31947,33183088,37708055,0.88,0.9627,available
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2020-04,myd14a1_061_aqua,available,65,1204,1400,0.86,53.9867,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2020-04,vnp14a1_002_suomi_npp,available,70,1264,1404,0.900285,55.3797,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2020-05,myd14a1_061_aqua,available,47,1412,1502,0.94008,33.2861,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2020-05,vnp14a1_002_suomi_npp,available,60,1292,1485,0.870034,46.4396,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2020-06,myd14a1_061_aqua,available,55,1282,1349,0.950334,42.9017,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2020-06,vnp14a1_002_suomi_npp,available,47,1371,1458,0.940329,34.2815,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2020-07,myd14a1_061_aqua,available,47,1237,1359,0.910228,37.9951,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2020-07,vnp14a1_002_suomi_npp,available,38,1355,1442,0.939667,28.0443,insufficient_overlap
art_science_demo_contract_0001,region_ne_india_myanmar_r1,2020-08,myd14a1_061_aqua,available,24,1280,1362,0.939794,18.75,insufficient_overlap
